"id","t","n1","e1","h1","v1","ψ1","n2","e2","h2","v2","ψ2"
3,42,435.3339528044835,-1.6225133366815045,1138.3925394178445,217.67,0.8541740000000004,-253.55245275908237,-201.2787240218772,480.63253941784455,161.736,141.669
3,43,652.9797643584155,-4.867449858389836,1138.3925394178445,217.67,1.2812610000000006,-380.42478987426864,-301.5879647274597,480.63253941784455,161.736,141.669
3,44,870.5953416147461,-9.73462926682358,1138.3925394178445,217.67,1.7083480000000009,-507.29712698945485,-401.8972054330422,480.63253941784455,161.736,141.669
3,45,1088.1685932063301,-16.223781127053844,1138.3925394178445,217.67,2.135435000000001,-634.1694641046412,-502.2064461386247,480.63253941784455,161.736,141.669
3,46,1305.6874301177622,-24.33454488254991,1138.3925394178445,217.67,2.5625220000000013,-761.0418012198274,-602.5156868442072,480.63253941784455,161.736,141.669
3,47,1523.139766357079,-34.06646987521252,1138.3925394178445,217.67,2.9896089999999997,-887.9141383350137,-702.8249275497897,480.63253941784455,161.736,141.669
3,48,1740.5135196272925,-45.41901537041376,1138.3925394178445,217.67,3.416696,-1014.7864754501999,-803.1341682553722,480.63253941784455,161.736,141.669
3,49,1957.796611997715,-58.39155058704293,1138.3925394178445,217.67,3.843783,-1141.658812565386,-903.4434089609548,480.63253941784455,161.736,141.669
3,50,2174.9769705750487,-72.9833547325535,1138.3925394178445,217.67,4.27087,-1268.5311496805723,-1003.7526496665373,480.63253941784455,161.736,141.669
3,51,2392.0425281741896,-89.19361704301318,1138.3925394178445,217.67,4.27087,-1395.4034867957585,-1104.06189037212,480.63253941784455,161.736,141.669
